Query_id,Subject_id,Identity,Align_length,Mismatch,Gap,Query_start,Query_end,Subject_start,Subject_end,E-value,Score
Sample2.1,ppv:NJ69_21200,78.2,220,46,1,1,218,165,384,1.90E-89,334.3
Sample2.2,adl:AURDEDRAFT_56914,48.2,85,43,1,121,205,3,86,6.10E-13,80.1
Sample2.3,pput:L483_32310,89.2,185,20,0,1,185,64,248,5.80E-92,342.4
Sample2.4,ypp:YPDSF_4128,99.6,231,1,0,1,231,31,261,5.80E-126,455.7
Sample2.5,vpo:Kpol_1048p75,43.5,170,92,3,67,234,217,384,4.40E-28,130.6
Sample2.6,aje:HCAG_08194,40,80,48,0,1,80,415,494,1.70E-11,73.9
Sample2.7,eclc:ECR091_22860,100,236,0,0,1,236,246,481,4.60E-126,456.1
Sample2.8,koe:A225_NDM1p0195,99.6,237,1,0,1,237,171,407,7.30E-132,475.3
Sample2.9,clu:CLUG_04111,44,125,69,1,33,156,187,311,3.30E-19,100.5
Sample2.10,ncs:NCAS_0H03510,45,242,131,1,2,243,284,523,3.80E-51,207.2
Sample2.11,yli:YALI0E14388g,42.4,243,140,0,6,248,567,809,5.90E-47,193.4
Sample2.12,yli:YALI0E14388g,49.8,207,104,0,1,207,571,777,2.70E-53,214.2
Sample2.13,ecy:ECSE_2079,99.6,249,1,0,1,249,78,326,5.00E-139,499.2
Sample2.14,yli:YALI0E14388g,48.7,269,137,1,192,459,540,808,3.30E-67,261.5
Sample2.15,nsa:Nitsa_0767,78.1,32,7,0,2,33,155,186,7.30E-07,58.2
Sample2.16,elp:P12B_c0290,99.2,256,2,0,1,256,40,295,4.60E-132,476.1
Sample2.17,cbe:Cbei_3200,43.2,88,40,2,4,91,160,237,2.80E-10,70.1
Sample2.18,ndi:NDAI_0G04090,46.7,257,137,0,5,261,489,745,1.50E-66,258.5
Sample2.19,tae:TepiRe1_1129,41.7,72,42,0,1,72,171,242,7.90E-09,65.5
Sample2.20,ndi:NDAI_0G04090,44.9,245,127,2,25,267,455,693,8.10E-55,219.5
Sample2.21,spo:SPBC685.06,59.6,255,98,1,3,257,5,254,1.00E-81,308.9
Sample2.22,adl:AURDEDRAFT_56914,48.1,77,40,0,57,133,3,79,3.80E-13,80.1
Sample2.23,pmon:X969_22990,77.1,262,59,1,1,262,193,453,3.80E-113,413.3
Sample2.24,pfj:MYCFIDRAFT_70922,43.4,196,92,3,3,196,195,373,2.00E-34,151.4
Sample2.25,cbi:CLJ_B1764,44.6,269,140,6,3,270,96,356,5.40E-54,216.9
Sample2.26,mrr:Moror_14923,50.7,67,33,0,2,68,236,302,7.80E-10,68.2
Sample2.27,cby:CLM_1615,51.6,64,31,0,1,64,1,64,1.30E-09,67.4
Sample2.28,cbb:CLD_2413,50,80,38,2,1,78,1,80,7.10E-13,78.6
Sample2.29,adl:AURDEDRAFT_56914,40.2,87,51,1,199,285,1,86,6.70E-10,70.5
Sample2.30,cgr:CAGL0G07183g2,42,188,101,3,114,293,445,632,6.50E-29,133.7
Sample2.31,ndi:NDAI_0F00630,49.8,215,108,0,1,215,236,450,3.50E-56,223.8
Sample2.32,ndi:NDAI_0F00630,44.5,299,164,2,2,298,247,545,1.40E-68,265.4
Sample2.33,ndi:NDAI_0G04090,47.1,280,146,1,22,299,458,737,2.30E-69,268.1
Sample2.34,adl:AURDEDRAFT_35598,42.5,80,44,2,50,128,1,79,1.00E-07,62
Sample2.35,mpr:MPER_13072,40.5,269,157,2,15,280,195,463,2.00E-51,208.4
Sample2.36,aor:AOR_1_1348184,40.7,135,79,1,6,139,1659,1793,9.00E-21,105.5
Sample2.37,nce:NCER_101584,43.5,324,178,1,1,319,36,359,6.60E-67,260
Sample2.38,ppun:PP4_03680,98.5,198,3,0,3,200,225,422,1.40E-104,384.4
Sample2.39,fme:FOMMEDRAFT_98551,41.2,170,92,3,3,166,74,241,9.20E-26,123.2
Sample2.40,ebt:EBL_c06340,82.7,266,46,0,9,274,1,266,1.60E-130,471.1
Sample2.41,psi:S70_12565,92.5,40,3,0,1,40,49,88,9.80E-13,77
Sample2.42,cgr:CAGL0G07183g2,46.8,263,139,1,106,367,488,750,4.80E-66,257.3
Sample2.43,csz:CSSP291_03080,100,276,0,0,1,276,2,277,2.70E-162,576.6
Sample2.44,koe:A225_NDM1p0285,100,87,0,0,1,87,1,87,4.90E-41,172.2
Sample2.45,cgr:CAGL0G07183g2,40.5,383,220,6,1,379,587,965,7.70E-70,270
Sample2.46,yli:YALI0E14388g,50.7,213,105,0,179,391,556,768,2.40E-55,221.9
Sample2.47,smp:SMAC_09794,42.4,59,34,0,1,59,353,411,5.40E-07,58.5
Sample2.48,ppf:Pput_1046,80.6,315,61,0,1,315,1,315,5.10E-141,506.1
Sample2.49,ssl:SS1G_01156,42.9,205,115,2,6,210,946,1148,7.90E-37,159.5
Sample2.50,ecd:ECDH10B_0254,93.5,372,24,0,1,372,13,384,2.30E-212,743.4
Sample2.51,ndi:NDAI_0F00630,41.2,257,149,1,223,477,144,400,2.50E-54,218.8
Sample2.52,cgi:CGB_C2420C,100,41,0,0,1,41,1,41,2.80E-15,85.5
Sample2.53,nce:NCER_101584,41.6,344,195,2,168,505,1,344,1.70E-69,269.2
Sample2.54,ndi:NDAI_0G04090,42.2,374,212,3,151,520,459,832,1.10E-84,319.7
Sample2.55,cbf:CLI_1903,42.6,68,39,0,1,68,6,73,7.10E-11,71.6
Sample2.56,ncr:NCU02003,83.9,461,71,2,1,460,1,459,3.10E-227,793.1
Sample2.57,cgr:CAGL0G07183g2,41.4,309,173,4,245,551,458,760,1.60E-60,239.6
Sample2.58,adl:AURDEDRAFT_56914,46.8,79,42,0,167,245,2,80,7.80E-12,76.6
Sample2.59,cgr:CAGL0G07183g2,43.7,295,162,3,73,365,498,790,6.40E-66,256.9
Sample2.60,psh:Psest_4397,55,140,53,4,1,134,14,149,3.90E-29,133.3
Sample2.61,pst:PSPTO_0014,50,78,36,1,1,78,21,95,2.10E-14,83.6
Sample2.62,pfc:PflA506_1649,75,96,24,0,41,136,1,96,6.90E-34,149.1
Sample2.63,cby:CLM_2568,50.3,161,78,1,4,164,3,161,6.10E-37,159.5
Sample2.64,amt:Amet_0842,51.5,132,64,0,1,132,18,149,2.10E-35,154.1
Sample2.65,adl:AURDEDRAFT_35598,45.6,79,42,1,610,688,1,78,4.70E-06,58.9
Sample2.66,gth:Geoth_0745,56.5,200,84,2,1,197,1,200,5.20E-59,233
Sample2.67,bsus:Q433_10130,42.7,96,54,1,6,100,5,100,2.00E-12,77.4
Sample2.68,clb:Clo1100_1166,55.2,96,39,1,1,96,1,92,1.20E-19,101.3
Sample2.69,bthi:BTK_02255,63.3,392,131,4,1,387,1,384,1.00E-130,472.2
Sample2.70,bco:Bcell_2731,62,200,75,1,4,202,2,201,3.10E-61,240.7
Sample2.71,bcy:Bcer98_2595,66.2,394,125,5,5,392,24,415,2.90E-149,533.9
Sample2.72,dhd:Dhaf_1456,57.8,45,19,0,11,55,11,55,1.10E-07,60.8
Sample2.73,elm:ELI_3117,51.4,527,251,4,26,550,7,530,5.40E-149,533.5
Sample2.74,elm:ELI_3118,56.7,97,42,0,2,98,27,123,3.30E-25,119.8
Sample2.75,ndi:NDAI_0H02640,41.7,103,54,1,146,242,79,181,3.80E-11,74.3
Sample2.76,stv:V470_09830,100,100,0,0,1,100,1,100,7.80E-51,204.9
Sample2.77,stv:V470_09835,100,38,0,0,1,38,1,38,7.60E-15,84
Sample2.78,stv:V470_09805,100,55,0,0,1,55,32,86,2.00E-24,116.3
Sample2.79,stv:V470_09820,100,328,0,0,1,328,1,328,9.00E-181,638.3
Sample2.80,stv:V470_09825,100,175,0,0,1,175,1,175,1.30E-96,357.8
Sample2.81,stv:V470_09830,100,326,0,0,1,326,102,427,1.40E-194,684.1
Sample2.82,cac:CA_C1176,48.8,82,42,0,1,82,1,82,1.90E-14,84
Sample2.83,rbr:RBR_02740,56.3,126,53,1,17,140,9,134,1.00E-32,145.2
Sample2.84,afw:Anae109_1147,47.7,130,68,0,67,196,18,147,4.00E-27,127.1
Sample2.85,cbl:CLK_A0247,49.8,231,85,7,22,226,3,228,2.80E-51,207.6
Sample2.86,cth:Cthe_2468,59.4,106,42,1,4,109,3,107,3.80E-30,136.3
Sample2.87,cba:CLB_2465,73.5,306,80,1,1,305,1,306,2.10E-126,457.6
Sample2.88,cbi:CLJ_B1785,79.5,132,27,0,1,132,9,140,5.10E-58,229.2
Sample2.89,cgr:CAGL0G07183g2,45.5,347,186,2,1,345,560,905,6.10E-79,300.1
Sample2.90,ndi:NDAI_0F00630,40.8,503,291,6,128,627,181,679,1.50E-102,379.4
Sample2.91,adl:AURDEDRAFT_56914,48.7,76,39,0,57,132,3,78,2.90E-13,80.5
Sample2.92,yli:YALI0E14388g,41.1,151,86,2,1,148,821,971,6.80E-21,106.3
Sample2.93,ndi:NDAI_0G04090,44.5,290,159,1,5,292,458,747,7.10E-71,273.1
Sample2.94,yli:YALI0E14388g,48.1,235,121,1,45,278,540,774,1.20E-56,225.7
Sample2.95,mpr:MPER_13072,40.5,111,64,1,1,109,354,464,3.30E-15,87.4
Sample2.96,cgr:CAGL0G07183g2,43.9,228,125,2,2,227,603,829,8.90E-50,202.6
Sample2.97,ssl:SS1G_14517,42.1,126,72,1,18,142,1204,1329,3.20E-21,107.5
Sample2.98,adl:AURDEDRAFT_56914,48.1,79,41,0,155,233,3,81,3.00E-13,81.3
Sample2.99,ppb:PPUBIRD1_0477,100,173,0,0,1,173,47,219,7.50E-94,348.6
Sample2.100,abv:AGABI2DRAFT201934,59.1,247,99,1,1,245,102,348,8.90E-80,302.4
Sample2.101,csr:Cspa_c26790,46,63,34,0,1,63,4,66,2.30E-08,63.2
Sample2.102,cno:NT01CX_2197,50.6,239,105,4,1,229,1,236,1.40E-58,231.9
Sample2.103,cbi:CLJ_B1363,49.5,101,44,1,3,103,2,95,2.00E-20,104
Sample2.104,cgr:CAGL0G07183g2,45.9,218,115,2,87,302,502,718,9.90E-49,199.5
Sample2.105,yli:YALI0E14388g,40.9,252,145,3,3,250,704,955,2.20E-46,191.4
Sample2.106,pfn:HZ99_13890,98.3,59,1,0,1,59,34,92,1.30E-24,117.1
Sample2.107,pfn:HZ99_13895,99.1,117,1,0,1,117,1,117,1.40E-62,244.2
Sample2.108,cgr:CAGL0G07183g2,44.1,299,163,3,1,296,574,871,4.00E-63,247.3
Sample2.109,yli:YALI0E14388g,51.7,234,113,0,1,234,576,809,1.20E-65,255.4
Sample2.110,cgr:CAGL0G07183g2,46.7,229,121,1,3,231,580,807,5.60E-52,209.9
Sample2.111,cbl:CLK_1315,61,136,53,0,1,136,1,136,6.90E-42,175.6
Sample2.112,cad:Curi_c25430,58.7,213,87,1,2,213,3,215,1.60E-59,235
Sample2.113,epr:EPYR_04037,58.3,60,25,0,19,78,3,62,5.60E-12,75.5
Sample2.114,kln:LH22_12220,84,75,12,0,1,75,1,75,1.10E-28,131
Sample2.115,aje:HCAG_01036,41.3,252,144,2,307,554,115,366,7.60E-47,194.1
Sample2.116,ent:Ent638_4217,78.4,167,33,1,1,167,225,388,2.40E-68,263.8
Sample2.117,yli:YALI0E14388g,44.1,431,236,5,15,440,542,972,8.40E-97,359.8
Sample2.118,ppb:PPUBIRD1_0605,97,167,5,0,1,167,77,243,1.70E-87,327.4
Sample2.119,nce:NCER_101584,42.7,110,62,1,1,110,260,368,1.50E-14,85.1
Sample2.120,psv:PVLB_18955,92.9,168,12,0,1,168,125,292,2.20E-82,310.5
Sample2.121,pen:PSEEN4916,100,167,0,0,1,167,52,218,7.30E-86,322
Sample2.122,ppuh:B479_05005,71.4,168,48,0,1,168,750,917,7.90E-64,248.8
Sample2.123,aje:HCAG_06438,53.3,169,79,0,1,169,379,547,4.80E-45,186.4
Sample2.124,koe:A225_NDM1p0510,100,135,0,0,1,135,1,135,1.80E-66,257.3
Sample2.125,ppg:PputGB1_4389,86.1,144,20,0,1,144,127,270,9.40E-66,255
Sample2.126,ppb:PPUBIRD1_4572,97.1,170,5,0,1,170,39,208,1.80E-87,327.4
Sample2.127,ppb:PPUBIRD1_0453,97.1,170,5,0,1,170,6,175,3.20E-89,333.2
Sample2.128,pput:L483_30615,92.3,65,5,0,1,65,162,226,4.40E-26,122.1
Sample2.129,pput:L483_30620,87.8,90,11,0,1,90,1,90,2.20E-36,156.8
Sample2.130,spo:SPAC13D1.01c,40,140,72,5,7,136,724,861,5.70E-17,93.2
Sample2.131,ype:YPMT1.64N,98.6,72,1,0,1,72,104,175,1.80E-33,146.7
Sample2.132,ppg:PputGB1_0293,91.9,62,5,0,1,62,143,204,6.60E-24,114.8
Sample2.133,ppv:NJ69_20315,91,78,7,0,1,78,236,313,8.00E-35,151.4
Sample2.134,pput:L483_31230,98.6,69,1,0,1,69,254,322,6.60E-33,144.8
Sample2.135,ppun:PP4_01640,84.3,172,27,0,1,172,4025,4196,1.00E-79,301.6
Sample2.136,ppv:NJ69_17100,97.7,173,4,0,1,173,6,178,1.70E-90,337.4
Sample2.137,elp:P12B_c0285,98,49,1,0,1,49,523,571,9.50E-18,94
Sample2.138,eclc:ECR091_22855,99.2,125,1,0,1,125,1,125,6.30E-58,228.8
Sample2.139,pen:PSEEN4938,100,174,0,0,1,174,8,181,2.00E-94,350.5
Sample2.140,ecla:ECNIH3_22420,100,136,0,0,1,136,172,307,1.30E-72,277.7
Sample2.141,ppun:PP4_13040,93.7,175,11,0,1,175,438,612,2.00E-86,323.9
Sample2.142,tdl:TDEL_0C06480,48.1,106,55,0,70,175,522,627,4.60E-22,110.2
Sample2.143,ppf:Pput_3801,96.2,156,6,0,1,156,19,174,4.00E-78,296.2
Sample2.144,pfc:PflA506_3723,96.6,176,6,0,1,176,435,610,1.70E-85,320.9
Sample2.145,yli:YALI0E14388g,41.7,132,75,2,2,131,851,982,5.30E-18,96.7
Sample2.146,ppb:PPUBIRD1_0557,100,177,0,0,1,177,22,198,5.70E-97,359
Sample2.147,pba:PSEBR_a5286,98.3,176,3,0,1,176,89,264,5.50E-92,342.4
Sample2.148,tpf:TPHA_0A04250,42.4,172,99,0,3,174,543,714,9.90E-33,145.6
Sample2.149,ppf:Pput_0076,98.3,177,3,0,1,177,486,662,1.30E-88,331.3
Sample2.150,pfl:PFL_1028,86.6,149,20,0,1,149,860,1008,3.50E-64,250
Sample2.151,psv:PVLB_04215,90.4,177,17,0,1,177,119,295,4.10E-95,352.8
Sample2.152,ppf:Pput_5162,94.6,130,7,0,1,130,48,177,2.50E-65,253.4
Sample2.153,clu:CLUG_04111,41.5,123,70,1,58,178,233,355,6.30E-19,99.8
Sample2.154,ppb:PPUBIRD1_3015,80.3,117,23,0,1,117,83,199,2.90E-49,199.9
Sample2.155,ndi:NDAI_0G04090,42.2,455,258,4,111,561,458,911,2.00E-98,365.5
Sample2.156,pmon:X969_02385,96.8,155,5,0,1,155,7,161,1.10E-80,304.7
Sample2.157,pfs:PFLU0414,96.7,181,6,0,1,181,310,490,3.00E-101,373.2
Sample2.158,koe:A225_NDM1p0405,100,181,0,0,1,181,400,580,2.10E-94,350.5
Sample2.159,tms:TREMEDRAFT_26118,41.4,111,63,2,1,110,1041,1150,4.90E-14,82.8
Sample2.160,koe:A225_NDM1p0500,98.8,165,2,0,1,165,1,165,7.70E-88,328.6
Sample2.161,pmon:X969_16860,98.5,65,1,0,1,65,1,65,4.60E-28,128.6
Sample2.162,pmon:X969_16855,100,102,0,0,1,102,1,102,4.80E-48,195.7
Sample2.163,pfl:PFL_0367,89.8,127,13,0,1,127,142,268,8.30E-58,228.4
Sample2.164,pmon:X969_21005,94.6,184,10,0,1,184,185,368,8.90E-93,345.1
Sample2.165,pput:L483_24445,96.3,189,7,0,1,189,615,803,1.70E-94,350.9
Sample2.166,ppv:NJ69_00340,99.3,140,1,0,1,140,1,140,6.60E-72,275.4
Sample2.167,ndi:NDAI_0G04090,56.9,144,62,0,1,144,516,659,9.00E-40,168.7
Sample2.168,fgr:GizefMp06,56.9,51,22,0,2,52,196,246,3.90E-10,68.9
Sample2.169,koe:A225_NDM1p0480,100,190,0,0,1,190,586,775,1.30E-102,377.9
Sample2.170,ndi:NDAI_0F00630,44.5,191,105,1,2,191,300,490,1.40E-40,171.8
Sample2.171,aje:HCAG_06663,40.4,151,83,5,2,146,1175,1324,1.00E-19,102.1
Sample2.172,paei:N296_2474,63.5,192,70,0,1,192,35,226,3.40E-63,246.9
Sample2.173,pmon:X969_18785,88.1,193,23,0,1,193,218,410,2.50E-90,337
Sample2.174,ppb:PPUBIRD1_4886,97.3,148,4,0,1,148,232,379,7.60E-79,298.5
Sample2.175,pfp:PFL1_03332,45.5,110,59,1,1,110,740,848,3.70E-17,93.2
Sample2.176,smp:SMAC_01061,41.6,113,65,1,1,113,421,532,4.80E-18,96.3
Sample2.177,pen:PSEEN0141,55.4,202,81,3,2,196,1425,1624,2.60E-50,204.1
Sample2.178,cgr:CAGL0G07183g2,44.8,326,176,3,215,537,502,826,2.70E-73,282
Sample2.179,mpr:MPER_13072,40,190,111,2,7,193,272,461,1.60E-31,141.7
Sample2.180,nce:NCER_101584,42.7,110,62,1,1,110,260,368,1.80E-14,85.1
Sample2.181,psv:PVLB_01290,88.9,81,9,0,3,83,24,104,7.30E-34,148.3
Sample2.182,pen:PSEEN0200,94.7,95,5,0,1,95,171,265,5.10E-44,182.2
Sample2.183,koe:A225_NDM1p0410,99.5,202,1,0,1,202,422,623,5.10E-110,402.5
Sample2.184,aor:AOR_1_1018034,40.5,205,117,1,2,201,707,911,1.20E-39,168.7
Sample2.185,yli:YALI0E14388g,45.3,430,232,3,273,699,540,969,2.50E-95,355.5
Sample2.186,ncs:NCAS_0H03510,41.9,198,113,1,3,198,275,472,3.10E-38,164.1
Sample2.187,aje:HCAG_03328,45.5,191,98,2,19,207,306,492,5.80E-40,169.9
Sample2.188,pmon:X969_24305,95.5,156,7,0,1,156,17,172,3.60E-79,299.7
Sample2.189,pfe:PSF113_4392,50,204,95,3,8,211,670,866,4.50E-48,196.8
Sample2.190,mrr:Moror_11545,40.6,217,129,0,1,217,308,524,2.00E-43,181.4
Sample2.191,ndi:NDAI_0F00630,44.1,222,123,1,1,221,287,508,2.10E-48,198
Sample2.192,pmon:X969_14010,96.2,78,3,0,1,78,155,232,8.00E-35,151.4
Sample2.193,pmon:X969_14005,78.7,141,30,0,1,141,1,141,6.00E-57,225.7
Sample2.194,koe:A225_NDM1p0405,100,222,0,0,1,222,1035,1256,2.10E-117,427.2
Sample2.195,psq:PUNSTDRAFT_18604,41.8,165,92,3,22,185,65,226,8.50E-27,125.9
Sample2.196,abp:AGABI1DRAFT84569,50.9,159,74,3,1,159,13,167,4.70E-34,149.8
Sample2.197,cba:CLB_2466,63.9,97,35,0,2,98,3,99,2.20E-29,133.7
Sample2.198,tms:TREMEDRAFT_26102,41.2,221,130,0,4,224,57,277,4.10E-39,167.2
Sample2.199,psw:LK03_05370,95.5,88,4,0,1,88,212,299,2.40E-43,179.9
Sample2.200,ppun:PP4_01670,93.2,133,9,0,11,143,1,133,1.70E-62,244.2
Sample2.201,cgr:CAGL0G07183g2,50,188,94,0,1,188,552,739,3.30E-50,203.8
Sample2.202,cgr:CAGL0G07183g2,41.1,224,131,1,1,224,592,814,1.10E-44,185.7
Sample2.203,cle:Clole_0718,44.9,69,38,0,13,81,3,71,2.10E-08,64.3
Sample3.1,cbc:CbuK_1665,74.9,402,99,1,1,402,89,488,5.00E-181,639.4
Sample3.2,ndi:NDAI_0G04090,50.7,205,100,1,43,246,478,682,8.60E-51,206.1
Sample3.3,cbc:CbuK_0677,62.2,111,42,0,2,112,810,920,1.10E-32,144.8
Sample3.4,cbd:CBUD_1390,74.5,94,24,0,5,98,1,94,1.90E-31,140.6
Sample3.5,cgr:CAGL0G07183g2,43.8,402,219,5,170,566,488,887,1.30E-87,329.7
Sample3.6,yli:YALI0E14388g,45.5,253,128,4,10,252,479,731,1.20E-50,205.7
Sample3.7,mrr:Moror_8467,41.1,124,68,2,7,128,438,558,2.40E-15,87.8
Sample3.8,ndi:NDAI_0F00630,41,239,139,2,7,243,345,583,2.40E-45,188
Sample3.9,yli:YALI0E14388g,43.4,376,209,3,1,374,613,986,2.90E-75,288.1
Sample3.10,ctp:CTRG_02363,44.4,144,77,2,146,288,260,401,6.10E-24,117.1
Sample3.11,cbc:CbuK_1166,60.8,102,40,0,1,102,1,102,1.50E-28,131
Sample3.12,cbc:CbuK_1190,80.6,170,32,1,1,170,1,169,3.60E-72,276.6
Sample3.13,yli:YALI0E14388g,45.5,402,214,4,99,496,540,940,3.00E-87,328.2
Sample3.14,cgr:CAGL0G07183g2,47.7,197,103,0,1,197,520,716,4.90E-49,199.9
Sample3.15,adl:AURDEDRAFT_36803,46.4,56,30,0,2,57,459,514,3.10E-07,60.1
Sample3.16,pan:PODANSg4092,40.8,76,35,2,43,116,1580,1647,5.60E-08,62.8
Sample3.17,cbc:CbuK_1216,76,179,43,0,3,181,2,180,1.30E-75,288.1
Sample3.18,cbd:CBUD_1444,65.1,149,51,1,1,149,11,158,3.20E-48,196.8
Sample3.19,cbg:CbuG_1410,80.1,196,39,0,18,213,7,202,1.40E-86,324.7
Sample3.20,ndi:NDAI_0G04090,42.1,216,123,2,1,214,651,866,8.30E-42,176
Sample3.21,cbc:CbuK_0515,64.1,131,46,1,1,131,104,233,1.50E-41,174.5
Sample3.22,aor:AOR_1_1348184,41.5,270,155,2,1,267,1212,1481,1.50E-51,208.8
Sample3.23,vpo:Kpol_1031p4,43.7,167,94,0,7,173,169,335,1.80E-34,151.4
Sample3.24,yli:YALI0E14388g,48.5,237,121,1,65,300,529,765,1.80E-55,221.9
Sample3.25,cbc:CbuK_0836,68.7,355,111,0,5,359,6,360,6.30E-143,512.7
Sample3.26,ndi:NDAI_0G04090,47.4,321,167,2,3,321,522,842,2.70E-76,291.2
Sample3.27,cgr:CAGL0G07183g2,44.9,276,151,1,2,276,490,765,2.50E-67,261.2
Sample3.28,scm:SCHCODRAFT_54105,40.3,72,38,2,44,112,17,86,9.30E-07,58.9
Sample3.29,yli:YALI0E14388g,42.7,405,228,3,1,401,572,976,7.50E-87,326.6
Sample3.30,clu:CLUG_04111,44,302,163,3,1,299,288,586,2.40E-63,248.1
Sample3.31,aor:AOR_1_1348184,42.2,173,100,0,1,173,1227,1399,1.80E-34,151.4
Sample3.32,ssl:SS1G_01156,41.3,201,114,3,1,199,1015,1213,9.40E-30,136.3
Sample3.33,cbc:CbuK_1143,78,159,35,0,1,159,15,173,3.00E-65,253.4
Sample3.34,ndi:NDAI_0G04090,41.7,168,98,0,40,207,492,659,4.30E-35,153.7
Sample3.35,cbg:CbuG_1372,73.7,388,99,2,1,388,928,1312,5.70E-166,589.3
Sample3.36,ncs:NCAS_0H03510,42,429,244,4,2,428,206,631,1.20E-90,339.3
Sample3.37,tms:TREMEDRAFT_26118,44.5,137,68,2,1,129,712,848,2.10E-18,98.2
Sample3.38,cbc:CbuK_0227,79.6,230,47,0,1,230,448,677,5.50E-108,396
Sample3.39,cbc:CbuK_0191,70.6,180,51,2,15,192,2,181,2.20E-61,241.1
Sample3.40,pgr:PGTG_08915,79.2,101,21,0,5,105,40,140,1.90E-39,167.2
Sample3.41,yli:YALI0E14388g,40.1,563,317,10,53,606,529,1080,5.70E-104,384
Sample3.42,fme:FOMMEDRAFT_98551,42.9,224,118,4,3,220,23,242,7.30E-39,166.4
Sample3.43,yli:YALI0E14388g,45.6,364,194,3,2,361,621,984,2.00E-76,292
Sample3.44,ncs:NCAS_0A05290,42,312,177,3,3,313,29,337,1.20E-62,246.1
Sample3.45,clu:CLUG_04111,43.3,164,89,1,13,176,351,510,5.00E-27,126.7
Sample3.46,ndi:NDAI_0G04090,44,241,131,2,37,275,446,684,2.70E-53,214.5
Sample3.47,abaz:P795_18095,99.5,212,1,0,5,216,1,212,1.30E-124,451.1
Sample3.48,cbg:CbuG_1926,65,177,56,1,10,186,25,195,3.20E-58,230.3
Sample3.49,aje:HCAG_03328,45.5,200,104,2,150,347,293,489,3.90E-41,174.5
Sample3.50,fme:FOMMEDRAFT_98551,43.1,167,85,5,1,161,79,241,7.10E-27,126.3
Sample3.51,cbd:CBUD_0105,73.6,87,23,0,1,87,1,87,3.90E-30,136.3
Sample3.52,cbd:CBUD_0105,76.2,307,72,1,1,306,121,427,1.30E-133,481.5
Sample3.53,aje:HCAG_03328,42.3,111,58,2,61,169,307,413,3.40E-14,84
Sample3.54,ncs:NCAS_0A05290,42.7,281,157,3,1,280,58,335,2.70E-56,224.6
Sample3.55,cbc:CbuK_1100,66.3,193,65,0,2,194,1,193,1.50E-69,268.1
Sample3.56,fme:FOMMEDRAFT_98551,40.2,87,49,2,41,127,1,84,3.70E-06,57
Sample3.57,hir:HETIRDRAFT_322140,50.9,53,26,0,15,67,320,372,3.90E-09,65.9
Sample3.58,abau:IX87_18795,98.6,221,3,0,1,221,219,439,7.80E-128,461.8
Sample3.59,vpo:Kpol_1048p75,40.3,139,83,0,72,210,259,397,3.40E-24,117.5
Sample3.60,yli:YALI0E14388g,50.2,215,107,0,5,219,569,783,2.10E-56,224.6
Sample3.61,yli:YALI0E14388g,48.3,147,70,3,33,175,518,662,2.30E-29,134.4
Sample3.62,cgr:CAGL0G07183g2,41.5,118,66,2,87,202,502,618,3.90E-17,94
Sample3.63,afm:AFUA_6G07430,88,50,6,0,23,72,265,314,1.60E-16,90.9
Sample3.64,cbs:COXBURSA331_A1144,52.8,72,33,1,4,75,306,376,3.40E-12,76.3
Sample3.65,val:VDBG_17011,46,100,48,1,5,98,21,120,8.80E-15,85.1
Sample3.66,mrr:Moror_11664,46.3,54,28,1,28,80,430,483,1.30E-08,64.3
Sample3.67,cbs:COXBURSA331_A1530,48.9,178,86,3,26,199,15,191,1.70E-39,168.3
Sample3.68,yli:YALI0E14388g,49.5,202,101,1,63,263,529,730,3.00E-49,201.1
Sample3.69,cbc:CbuK_1713,84.8,79,12,0,5,83,168,246,5.40E-29,132.1
Sample3.70,cbc:CbuK_0111,77.6,214,48,0,1,214,265,478,3.50E-93,346.7
Sample3.71,abal:ABLAC_05550,98.6,72,1,0,1,72,456,527,4.80E-34,148.7
Sample3.72,ani:AN6399.2,55.9,59,26,0,41,99,119,177,1.60E-12,77.8
Sample3.73,cbc:CbuK_1303,75,336,84,0,1,336,8,343,8.30E-145,518.8
Sample3.74,yli:YALI0E14388g,48.6,212,107,2,99,308,515,726,2.50E-47,194.9
Sample3.75,ani:AN6330.2,73.9,184,48,0,2,185,416,599,3.00E-72,276.9
Sample3.76,aje:HCAG_03706,47.9,238,124,0,1,238,442,679,7.60E-60,236.1
Sample3.77,ecu:ECU01_0350,44.1,161,79,6,1,160,782,932,1.30E-21,108.6
Sample3.78,ncs:NCAS_0H03510,41.7,472,268,5,35,504,165,631,8.00E-94,350.1
Sample3.79,aby:p3ABAYE0053,100,46,0,0,1,46,4,49,5.60E-18,95.1
Sample3.80,cbc:CbuK_1056,84.3,324,49,2,1,323,456,778,1.10E-146,525
Sample3.81,ndi:NDAI_0G04090,43.7,302,169,1,5,305,483,784,8.90E-74,282.7
Sample3.82,tms:TREMEDRAFT_45127,47.7,107,47,2,9,110,380,482,3.40E-20,103.6
Sample3.83,bsc:COCSADRAFT_29782,85.4,185,25,1,5,189,1,183,1.30E-86,324.7
Sample3.84,cci:CC1G_10243,40.8,265,130,5,12,259,832,1086,5.90E-42,176.8
Sample3.85,cbg:CbuG_0163,71.4,339,96,1,1,339,335,672,7.50E-146,522.3
Sample3.86,ndi:NDAI_0G04090,47.2,197,97,2,2,197,452,642,6.50E-41,172.9
Sample3.87,tdl:TDEL_0C06480,44.4,248,136,2,163,410,509,754,4.00E-53,214.5
