,kegg_code,organism,kingdom,lineage
T06489,halj,Haloarcula sp. JP-L23,Prokaryotes,Prokaryotes;Archaea;Methanobacteriota;Haloarcula
T00971,hut,Halorhabdus utahensis,Prokaryotes,Prokaryotes;Archaea;Methanobacteriota;Halorhabdus
T02781,hti,Halorhabdus tiamatea,Prokaryotes,Prokaryotes;Archaea;Methanobacteriota;Halorhabdus
T06289,hala,Halorhabdus sp. CBA1104,Prokaryotes,Prokaryotes;Archaea;Methanobacteriota;Halorhabdus
T09281,hasv,Halorhabdus sp. SVX81,Prokaryotes,Prokaryotes;Archaea;Methanobacteriota;Halorhabdus
T09448,habn,Halorhabdus sp. BNX81,Prokaryotes,Prokaryotes;Archaea;Methanobacteriota;Halorhabdus
T00982,hmu,Halomicrobium mukohataei,Prokaryotes,Prokaryotes;Archaea;Methanobacteriota;Halomicrobium
T05947,halz,Halomicrobium mukohataei JP60,Prokaryotes,Prokaryotes;Archaea;Methanobacteriota;Halomicrobium
T06261,hall,Halomicrobium sp. LC1Hm,Prokaryotes,Prokaryotes;Archaea;Methanobacteriota;Halomicrobium
T07700,hazp,Halomicrobium sp. ZPS1,Prokaryotes,Prokaryotes;Archaea;Methanobacteriota;Halomicrobium
T04693,hali,Halorientalis sp. IM1011,Prokaryotes,Prokaryotes;Archaea;Methanobacteriota;Halorientalis
T05943,hsn,Halapricum salinum,Prokaryotes,Prokaryotes;Archaea;Methanobacteriota;Halapricum
T07709,hds,Halapricum desulfuricans,Prokaryotes,Prokaryotes;Archaea;Methanobacteriota;Halapricum
T06687,hrr,Halosimplex rubrum,Prokaryotes,Prokaryotes;Archaea;Methanobacteriota;Halosimplex
T06697,hpel,Halosimplex pelagicum,Prokaryotes,Prokaryotes;Archaea;Methanobacteriota;Halosimplex
T06959,hlt,Halosimplex litoreum,Prokaryotes,Prokaryotes;Archaea;Methanobacteriota;Halosimplex
T05406,harc,Halococcoides cellulosivorans,Prokaryotes,Prokaryotes;Archaea;Methanobacteriota;Halococcoides
T08478,ssai,Salinirubellus salinus,Prokaryotes,Prokaryotes;Archaea;Methanobacteriota;Salinirubellus
T08090,haad,Halocatena salina,Prokaryotes,Prokaryotes;Archaea;Methanobacteriota;Halocatena
T00279,nph,Natronomonas pharaonis,Prokaryotes,Prokaryotes;Archaea;Methanobacteriota;Natronomonas
T02478,nmo,Natronomonas moolapensis,Prokaryotes,Prokaryotes;Archaea;Methanobacteriota;Natronomonas
T07279,nho,Natronomonas halophila,Prokaryotes,Prokaryotes;Archaea;Methanobacteriota;Natronomonas
T07280,nsal,Natronomonas salina,Prokaryotes,Prokaryotes;Archaea;Methanobacteriota;Natronomonas
T00375,hwa,Haloquadratum walsbyi DSM 16790,Prokaryotes,Prokaryotes;Archaea;Methanobacteriota;Haloquadratum
T01942,hwc,Haloquadratum walsbyi C23,Prokaryotes,Prokaryotes;Archaea;Methanobacteriota;Haloquadratum
T01200,hvo,Haloferax volcanii DS2,Prokaryotes,Prokaryotes;Archaea;Methanobacteriota;Haloferax
T06450,hale,Haloferax volcanii wsp1,Prokaryotes,Prokaryotes;Archaea;Methanobacteriota;Haloferax
T08885,hln,Haloferax volcanii SVX82,Prokaryotes,Prokaryotes;Archaea;Methanobacteriota;Haloferax
T02129,hme,Haloferax mediterranei,Prokaryotes,Prokaryotes;Archaea;Methanobacteriota;Haloferax
T04025,hgi,Haloferax gibbonsii,Prokaryotes,Prokaryotes;Archaea;Methanobacteriota;Haloferax
T08379,hls,Haloferax larsenii,Prokaryotes,Prokaryotes;Archaea;Methanobacteriota;Haloferax
T01359,hbo,Halogeometricum borinquense,Prokaryotes,Prokaryotes;Archaea;Methanobacteriota;Halogeometricum
T05557,haq,Haloplanus rubicundus CBA1112,Prokaryotes,Prokaryotes;Archaea;Methanobacteriota;Haloplanus
T05613,haj,Haloplanus rubicundus CBA1113,Prokaryotes,Prokaryotes;Archaea;Methanobacteriota;Haloplanus
T05732,haer,Haloplanus aerogenes,Prokaryotes,Prokaryotes;Archaea;Methanobacteriota;Haloplanus
T06334,hra,Haloplanus rallus,Prokaryotes,Prokaryotes;Archaea;Methanobacteriota;Haloplanus
T05944,hlm,Halobellus limi,Prokaryotes,Prokaryotes;Archaea;Methanobacteriota;Halobellus
T05952,halm,Haloprofundus sp. MHR1,Prokaryotes,Prokaryotes;Archaea;Methanobacteriota;Haloprofundus
T00856,hla,Halorubrum lacusprofundi,Prokaryotes,Prokaryotes;Archaea;Methanobacteriota;Halorubrum
T05770,halp,Halorubrum sp. PV6,Prokaryotes,Prokaryotes;Archaea;Methanobacteriota;Halorubrum
T05834,halb,Halorubrum sp. BOL3-1,Prokaryotes,Prokaryotes;Archaea;Methanobacteriota;Halorubrum
T06071,hezz,Halorubrum ezzemoulense,Prokaryotes,Prokaryotes;Archaea;Methanobacteriota;Halorubrum
T06658,halq,Halorubrum sp. CBA1229,Prokaryotes,Prokaryotes;Archaea;Methanobacteriota;Halorubrum
T07186,hss,Halorubrum ruber,Prokaryotes,Prokaryotes;Archaea;Methanobacteriota;Halorubrum
T07841,hsai,Halorubrum salinarum,Prokaryotes,Prokaryotes;Archaea;Methanobacteriota;Halorubrum
T08040,hazz,Halorubrum sp. 2020YC2,Prokaryotes,Prokaryotes;Archaea;Methanobacteriota;Halorubrum
T05289,srub,Salinigranum rubrum,Prokaryotes,Prokaryotes;Archaea;Methanobacteriota;Salinigranum
T05239,hae,Halohasta litchfieldiae,Prokaryotes,Prokaryotes;Archaea;Methanobacteriota;Halohasta
T06651,haln,Halolamina sp. CBA1230,Prokaryotes,Prokaryotes;Archaea;Methanobacteriota;Halolamina
T06682,halg,Halorarum halophilum,Prokaryotes,Prokaryotes;Archaea;Methanobacteriota;Halorarum
T06744,halu,Halorarum salinum,Prokaryotes,Prokaryotes;Archaea;Methanobacteriota;Halorarum
T07527,hmp,Halobaculum magnesiiphilum,Prokaryotes,Prokaryotes;Archaea;Methanobacteriota;Halobaculum
T07547,hre,Halobaculum roseum,Prokaryotes,Prokaryotes;Archaea;Methanobacteriota;Halobaculum
T07963,hrm,Halobaculum rubrum,Prokaryotes,Prokaryotes;Archaea;Methanobacteriota;Halobaculum
T08013,hacb,Halobaculum sp. CBA1158,Prokaryotes,Prokaryotes;Archaea;Methanobacteriota;Halobaculum
T06283,hdf,Halalkaliarchaeum desulfuricum,Prokaryotes,Prokaryotes;Archaea;Methanobacteriota;Halalkaliarchaeum
T09489,haaa,Halalkaliarchaeum sp. AArc-CO,Prokaryotes,Prokaryotes;Archaea;Methanobacteriota;Halalkaliarchaeum
T01603,hah,Halophilic archaeon,Prokaryotes,Prokaryotes;Archaea;Methanobacteriota;unclassified Halobacteriales
T01154,htu,Haloterrigena turkmenica,Prokaryotes,Prokaryotes;Archaea;Methanobacteriota;Haloterrigena
T07070,hsal,Haloterrigena salifodinae,Prokaryotes,Prokaryotes;Archaea;Methanobacteriota;Haloterrigena
T07793,hakz,Haloterrigena alkaliphila,Prokaryotes,Prokaryotes;Archaea;Methanobacteriota;Haloterrigena
T01176,nmg,Natrialba magadii,Prokaryotes,Prokaryotes;Archaea;Methanobacteriota;Natrialba
T01532,hxa,Halopiger xanaduensis,Prokaryotes,Prokaryotes;Archaea;Methanobacteriota;Halopiger
T02184,nat,Natrinema sp. J7-2,Prokaryotes,Prokaryotes;Archaea;Methanobacteriota;Natrinema
T02425,npe,Natrinema pellirubrum,Prokaryotes,Prokaryotes;Archaea;Methanobacteriota;Natrinema
T05974,nvr,Natrinema versiforme,Prokaryotes,Prokaryotes;Archaea;Methanobacteriota;Natrinema
T06072,npl,Natrinema pallidum,Prokaryotes,Prokaryotes;Archaea;Methanobacteriota;Natrinema
T08017,nay,Natrinema zhouii,Prokaryotes,Prokaryotes;Archaea;Methanobacteriota;Natrinema
T06745,haly,Natrinema halophilum,Prokaryotes,Prokaryotes;Archaea;Methanobacteriota;Natrinema
T05948,hjt,Natrinema thermotolerans,Prokaryotes,Prokaryotes;Archaea;Methanobacteriota;Natrinema
T07116,hlo,Natrinema longum,Prokaryotes,Prokaryotes;Archaea;Methanobacteriota;Natrinema
T02383,nge,Natronobacterium gregoryi,Prokaryotes,Prokaryotes;Archaea;Methanobacteriota;Natronobacterium
T04669,hlc,Natronobacterium lacisalsi,Prokaryotes,Prokaryotes;Archaea;Methanobacteriota;Natronobacterium
T02402,hru,Halovivax ruber,Prokaryotes,Prokaryotes;Archaea;Methanobacteriota;Halovivax
T08271,sawl,Natronosalvus rutilus,Prokaryotes,Prokaryotes;Archaea;Methanobacteriota;Natronosalvus
T08721,halv,Natronosalvus halobius,Prokaryotes,Prokaryotes;Archaea;Methanobacteriota;Natronosalvus
T02426,nou,Natronococcus occultus,Prokaryotes,Prokaryotes;Archaea;Methanobacteriota;Natronococcus
T03008,hlr,Halostagnicola larsenii,Prokaryotes,Prokaryotes;Archaea;Methanobacteriota;Halostagnicola
T04999,naj,Natrarchaeobaculum aegyptiacum,Prokaryotes,Prokaryotes;Archaea;Methanobacteriota;Natrarchaeobaculum
T05593,nag,Natrarchaeobaculum sulfurireducens AArc-Mg,Prokaryotes,Prokaryotes;Archaea;Methanobacteriota;Natrarchaeobaculum
T05614,nan,Natrarchaeobaculum sulfurireducens AArc1,Prokaryotes,Prokaryotes;Archaea;Methanobacteriota;Natrarchaeobaculum
T09282,nara,Natrialbaceae archaeon AArc-T1-2,Prokaryotes,Prokaryotes;Archaea;Methanobacteriota;Natrarchaeobaculum
T05942,nbg,Natronorubrum bangense,Prokaryotes,Prokaryotes;Archaea;Methanobacteriota;Natronorubrum
T06256,nas,Natronorubrum aibiense,Prokaryotes,Prokaryotes;Archaea;Methanobacteriota;Natronorubrum
T04679,hda,Natronorubrum daqingense,Prokaryotes,Prokaryotes;Archaea;Methanobacteriota;Natronorubrum
T04498,nac,Nanohaloarchaea archaeon SG9,Prokaryotes,Prokaryotes;Archaea;Methanobacteriota;unclassified Nanohaloarchaea
T07692,melu,Candidatus Methanoliparum sp. LAM-1,Prokaryotes,Prokaryotes;Archaea;Methanobacteriota;Methanoliparum
T08077,meam,Methanonatronarchaeum sp. AMET6-2,Prokaryotes,Prokaryotes;Archaea;Methanobacteriota;Methanonatronarchaeum
T09224,meae,Methanonatronarchaeum sp. AMET-Sl,Prokaryotes,Prokaryotes;Archaea;Methanobacteriota;Methanonatronarchaeum
T00037,tac,Thermoplasma acidophilum,Prokaryotes,Prokaryotes;Archaea;Thermoplasmatota;Thermoplasma
T00042,tvo,Thermoplasma volcanium,Prokaryotes,Prokaryotes;Archaea;Thermoplasmatota;Thermoplasma
T10514,omr,Oxyplasma meridianum,Prokaryotes,Prokaryotes;Archaea;Thermoplasmatota;Oxyplasma
T00177,pto,Picrophilus oshimae,Prokaryotes,Prokaryotes;Archaea;Thermoplasmatota;Picrophilus
T02713,fac,Ferroplasma acidarmanus,Prokaryotes,Prokaryotes;Archaea;Thermoplasmatota;Ferroplasma
T04783,fai,Ferroplasma acidiphilum,Prokaryotes,Prokaryotes;Archaea;Thermoplasmatota;Ferroplasma
T04682,cdiv,Cuniculiplasma divulgatum,Prokaryotes,Prokaryotes;Archaea;Thermoplasmatota;Cuniculiplasma
T02532,tar,Thermoplasmatales archaeon BRNA1,Prokaryotes,Prokaryotes;Archaea;Thermoplasmatota;unclassified Thermoplasmatales
T02624,max,Methanomethylophilus alvi,Prokaryotes,Prokaryotes;Archaea;Thermoplasmatota;Methanomethylophilus
T02692,mer,Candidatus Methanomassiliicoccus intestinalis Issoire-Mx1,Prokaryotes,Prokaryotes;Archaea;Thermoplasmatota;Methanomassiliicoccus
T03540,mear,Candidatus Methanoplasma termitum,Prokaryotes,Prokaryotes;Archaea;Thermoplasmatota;Methanoplasma
T08253,meuz,Candidatus Methanogranum gryphiswaldense,Prokaryotes,Prokaryotes;Archaea;Thermoplasmatota;Methanogranum
T04272,marc,Methanogenic archaeon ISO4-H5,Prokaryotes,Prokaryotes;Archaea;Thermoplasmatota;unclassified Thermoplasmata
T01180,abi,Aciduliprofundum boonei,Prokaryotes,Prokaryotes;Archaea;Thermoplasmatota;Aciduliprofundum
T02396,acf,Aciduliprofundum sp. MAR08-339,Prokaryotes,Prokaryotes;Archaea;Thermoplasmatota;Aciduliprofundum
T00023,ape,Aeropyrum pernix,Prokaryotes,Prokaryotes;Archaea;Thermoproteota;Aeropyrum
T02858,acj,Aeropyrum camini,Prokaryotes,Prokaryotes;Archaea;Thermoproteota;Aeropyrum
T00485,smr,Staphylothermus marinus,Prokaryotes,Prokaryotes;Archaea;Thermoproteota;Staphylothermus
T01249,shc,Staphylothermus hellenicus,Prokaryotes,Prokaryotes;Archaea;Thermoproteota;Staphylothermus
T00587,iho,Ignicoccus hospitalis,Prokaryotes,Prokaryotes;Archaea;Thermoproteota;Ignicoccus
T04205,iis,Ignicoccus islandicus,Prokaryotes,Prokaryotes;Archaea;Thermoproteota;Ignicoccus
T08506,ipc,Ignicoccus pacificus,Prokaryotes,Prokaryotes;Archaea;Thermoproteota;Ignicoccus
T00817,dka,Desulfurococcus amylolyticus 1221n,Prokaryotes,Prokaryotes;Archaea;Thermoproteota;Desulfurococcus
T02136,dfd,Desulfurococcus amylolyticus DSM 16532,Prokaryotes,Prokaryotes;Archaea;Thermoproteota;Desulfurococcus
T01406,dmu,Desulfurococcus mucosus,Prokaryotes,Prokaryotes;Archaea;Thermoproteota;Desulfurococcus
T01237,tag,Thermosphaera aggregans,Prokaryotes,Prokaryotes;Archaea;Thermoproteota;Thermosphaera
T10865,tcs,Thermosphaera chiliense,Prokaryotes,Prokaryotes;Archaea;Thermoproteota;Thermosphaera
T01307,iag,Ignisphaera aggregans,Prokaryotes,Prokaryotes;Archaea;Thermoproteota;Ignisphaera
T02127,thg,Thermogladius calderae,Prokaryotes,Prokaryotes;Archaea;Thermoproteota;Thermogladius
T00468,hbu,Hyperthermus butylicus,Prokaryotes,Prokaryotes;Archaea;Thermoproteota;Hyperthermus
T01620,pfm,Pyrolobus fumarii,Prokaryotes,Prokaryotes;Archaea;Thermoproteota;Pyrolobus
T04114,pdl,Pyrodictium delaneyi,Prokaryotes,Prokaryotes;Archaea;Thermoproteota;Pyrodictium
T09712,pabi,Pyrodictium abyssi,Prokaryotes,Prokaryotes;Archaea;Thermoproteota;Pyrodictium
T09484,pare,Pyrofollis japonicus,Prokaryotes,Prokaryotes;Archaea;Thermoproteota;Pyrofollis
T00062,sto,Sulfurisphaera tokodaii,Prokaryotes,Prokaryotes;Archaea;Thermoproteota;Sulfurisphaera
T06310,soh,Sulfurisphaera ohwakuensis,Prokaryotes,Prokaryotes;Archaea;Thermoproteota;Sulfurisphaera
T10807,sjv,Sulfurisphaera javensis,Prokaryotes,Prokaryotes;Archaea;Thermoproteota;Sulfurisphaera
T00054,sso,Saccharolobus solfataricus P2,Prokaryotes,Prokaryotes;Archaea;Thermoproteota;Saccharolobus
T02126,sol,Saccharolobus solfataricus 98/2,Prokaryotes,Prokaryotes;Archaea;Thermoproteota;Saccharolobus
T03910,ssoa,Saccharolobus solfataricus SULA,Prokaryotes,Prokaryotes;Archaea;Thermoproteota;Saccharolobus
T03911,ssol,Saccharolobus solfataricus SARC-B,Prokaryotes,Prokaryotes;Archaea;Thermoproteota;Saccharolobus
T03912,ssof,Saccharolobus solfataricus SARC-C,Prokaryotes,Prokaryotes;Archaea;Thermoproteota;Saccharolobus
T07357,sshi,Saccharolobus shibatae,Prokaryotes,Prokaryotes;Archaea;Thermoproteota;Saccharolobus
T07710,scas,Saccharolobus caldissimus,Prokaryotes,Prokaryotes;Archaea;Thermoproteota;Saccharolobus
T00889,sis,Saccharolobus islandicus L.S.2.15,Prokaryotes,Prokaryotes;Archaea;Thermoproteota;Saccharolobus
T00890,sia,Saccharolobus islandicus M.14.25,Prokaryotes,Prokaryotes;Archaea;Thermoproteota;Saccharolobus
T00900,sim,Saccharolobus islandicus M.16.27,Prokaryotes,Prokaryotes;Archaea;Thermoproteota;Saccharolobus
T00906,sid,Saccharolobus islandicus M.16.4,Prokaryotes,Prokaryotes;Archaea;Thermoproteota;Saccharolobus
T00901,siy,Saccharolobus islandicus Y.G.57.14,Prokaryotes,Prokaryotes;Archaea;Thermoproteota;Saccharolobus
T00902,sin,Saccharolobus islandicus Y.N.15.51,Prokaryotes,Prokaryotes;Archaea;Thermoproteota;Saccharolobus
T01158,sii,Saccharolobus islandicus L.D.8.5,Prokaryotes,Prokaryotes;Archaea;Thermoproteota;Saccharolobus
T01952,sih,Saccharolobus islandicus HVE10/4,Prokaryotes,Prokaryotes;Archaea;Thermoproteota;Saccharolobus
T01953,sir,Saccharolobus islandicus REY15A,Prokaryotes,Prokaryotes;Archaea;Thermoproteota;Saccharolobus
T02620,sic,Saccharolobus islandicus LAL14/1,Prokaryotes,Prokaryotes;Archaea;Thermoproteota;Saccharolobus
T04516,sula,Saccharolobus sp. A20,Prokaryotes,Prokaryotes;Archaea;Thermoproteota;Saccharolobus
T06918,sule,Saccharolobus sp. E5-1-F,Prokaryotes,Prokaryotes;Archaea;Thermoproteota;Saccharolobus
T00251,sai,Sulfolobus acidocaldarius DSM 639,Prokaryotes,Prokaryotes;Archaea;Thermoproteota;Sulfolobus
T02452,sacn,Sulfolobus acidocaldarius N8,Prokaryotes,Prokaryotes;Archaea;Thermoproteota;Sulfolobus
T02453,sacr,Sulfolobus acidocaldarius Ron12/I,Prokaryotes,Prokaryotes;Archaea;Thermoproteota;Sulfolobus
T02975,sacs,Sulfolobus acidocaldarius SUSAZ,Prokaryotes,Prokaryotes;Archaea;Thermoproteota;Sulfolobus
T07647,sulo,Sulfolobus sp. E11-6,Prokaryotes,Prokaryotes;Archaea;Thermoproteota;Sulfolobus
T07725,sull,Sulfolobus sp. S-194,Prokaryotes,Prokaryotes;Archaea;Thermoproteota;Sulfolobus
T00509,mse,Metallosphaera sedula DSM 5348,Prokaryotes,Prokaryotes;Archaea;Thermoproteota;Metallosphaera
T08286,memj,Metallosphaera sedula MJ1HA,Prokaryotes,Prokaryotes;Archaea;Thermoproteota;Metallosphaera
T05966,mpru,Metallosphaera sedula Ron 12/II,Prokaryotes,Prokaryotes;Archaea;Thermoproteota;Metallosphaera
T01467,mcn,Metallosphaera cuprina,Prokaryotes,Prokaryotes;Archaea;Thermoproteota;Metallosphaera
T05471,mhk,Metallosphaera hakonensis JCM 8857 = DSM 7519,Prokaryotes,Prokaryotes;Archaea;Thermoproteota;Metallosphaera
T06642,mten,Metallosphaera tengchongensis,Prokaryotes,Prokaryotes;Archaea;Thermoproteota;Metallosphaera
T07999,mjn,Metallosphaera javensis,Prokaryotes,Prokaryotes;Archaea;Thermoproteota;Metallosphaera
T01493,aho,Acidianus hospitalis,Prokaryotes,Prokaryotes;Archaea;Thermoproteota;Acidianus
T04836,aman,Acidianus manzaensis,Prokaryotes,Prokaryotes;Archaea;Thermoproteota;Acidianus
T05472,abri,Acidianus brierleyi,Prokaryotes,Prokaryotes;Archaea;Thermoproteota;Acidianus
T05487,asul,Acidianus sulfidivorans,Prokaryotes,Prokaryotes;Archaea;Thermoproteota;Acidianus
T06309,aamb,Acidianus ambivalens,Prokaryotes,Prokaryotes;Archaea;Thermoproteota;Acidianus
T07980,acih,Acidianus sp. HS-5,Prokaryotes,Prokaryotes;Archaea;Thermoproteota;Acidianus
T05813,sacd,Sulfodiicoccus acidiphilus,Prokaryotes,Prokaryotes;Archaea;Thermoproteota;Sulfodiicoccus
T06313,sazo,Stygiolobus azoricus,Prokaryotes,Prokaryotes;Archaea;Thermoproteota;Stygiolobus
T07597,csty,Stygiolobus caldivivus,Prokaryotes,Prokaryotes;Archaea;Thermoproteota;Stygiolobus
T06394,step,Sulfuracidifex tepidarius,Prokaryotes,Prokaryotes;Archaea;Thermoproteota;Sulfuracidifex
T09529,smet,Sulfuracidifex metallicus,Prokaryotes,Prokaryotes;Archaea;Thermoproteota;Sulfuracidifex
T08110,sahs,Sulfolobales archaeon HS-7,Prokaryotes,Prokaryotes;Archaea;Thermoproteota;unclassified Sulfolobales
T00073,pai,Pyrobaculum aerophilum,Prokaryotes,Prokaryotes;Archaea;Thermoproteota;Pyrobaculum
T00444,pis,Pyrobaculum islandicum,Prokaryotes,Prokaryotes;Archaea;Thermoproteota;Pyrobaculum
T00483,pcl,Pyrobaculum calidifontis,Prokaryotes,Prokaryotes;Archaea;Thermoproteota;Pyrobaculum
T00503,pas,Pyrobaculum arsenaticum,Prokaryotes,Prokaryotes;Archaea;Thermoproteota;Pyrobaculum
T01670,pyr,Pyrobaculum ferrireducens,Prokaryotes,Prokaryotes;Archaea;Thermoproteota;Pyrobaculum
T01735,pog,Pyrobaculum oguniense,Prokaryotes,Prokaryotes;Archaea;Thermoproteota;Pyrobaculum
T00682,tne,Pyrobaculum neutrophilum,Prokaryotes,Prokaryotes;Archaea;Thermoproteota;Pyrobaculum
T04013,pyw,Pyrobaculum sp. WP30,Prokaryotes,Prokaryotes;Archaea;Thermoproteota;Pyrobaculum
T00611,cma,Caldivirga maquilingensis,Prokaryotes,Prokaryotes;Archaea;Thermoproteota;Caldivirga
T01641,ttn,Thermoproteus tenax,Prokaryotes,Prokaryotes;Archaea;Thermoproteota;Thermoproteus
T01460,tuz,Thermoproteus uzoniensis,Prokaryotes,Prokaryotes;Archaea;Thermoproteota;Thermoproteus
T01313,vdi,Vulcanisaeta distributa,Prokaryotes,Prokaryotes;Archaea;Thermoproteota;Vulcanisaeta
T01440,vmo,Vulcanisaeta moutnovskia,Prokaryotes,Prokaryotes;Archaea;Thermoproteota;Vulcanisaeta
T08588,vso,Vulcanisaeta souniana,Prokaryotes,Prokaryotes;Archaea;Thermoproteota;Vulcanisaeta
T00446,tpe,Thermofilum pendens,Prokaryotes,Prokaryotes;Archaea;Thermoproteota;Thermofilum
T02802,thb,Thermofilum adornatum 1910b,Prokaryotes,Prokaryotes;Archaea;Thermoproteota;Thermofilum
T03526,tcb,Thermofilum adornatum 1505,Prokaryotes,Prokaryotes;Archaea;Thermoproteota;Thermofilum
T03924,thf,Infirmifilum uzonense,Prokaryotes,Prokaryotes;Archaea;Thermoproteota;Infirmifilum
T06910,thel,Infirmifilum lucidum,Prokaryotes,Prokaryotes;Archaea;Thermoproteota;Infirmifilum
T01283,asc,Acidilobus saccharovorans,Prokaryotes,Prokaryotes;Archaea;Thermoproteota;Acidilobus
T05595,acia,Acidilobus sp. 7A,Prokaryotes,Prokaryotes;Archaea;Thermoproteota;Acidilobus
T02380,clg,Caldisphaera lagunensis,Prokaryotes,Prokaryotes;Archaea;Thermoproteota;Caldisphaera
T01936,ffo,Fervidicoccus fontis,Prokaryotes,Prokaryotes;Archaea;Thermoproteota;Fervidicoccus
T00668,kcr,Candidatus Korarchaeum cryptofilum,Prokaryotes,Prokaryotes;Archaea;Thermoproteota;Korarchaeum
T10956,mvj,Candidatus Methanosuratincola verstraetei,Prokaryotes,Prokaryotes;Archaea;Thermoproteota;Methanosuratincola
T00626,nmr,Nitrosopumilus maritimus,Prokaryotes,Prokaryotes;Archaea;Nitrososphaerota;Nitrosopumilus
T02303,nir,Candidatus Nitrosopumilus sediminis,Prokaryotes,Prokaryotes;Archaea;Nitrososphaerota;Nitrosopumilus
T02304,nkr,Candidatus Nitrosopumilus koreensis,Prokaryotes,Prokaryotes;Archaea;Nitrososphaerota;Nitrosopumilus
T03656,nid,Nitrosopumilus piranensis,Prokaryotes,Prokaryotes;Archaea;Nitrososphaerota;Nitrosopumilus
T03758,nin,Nitrosopumilus adriaticus,Prokaryotes,Prokaryotes;Archaea;Nitrososphaerota;Nitrosopumilus
T06175,niw,Candidatus Nitrosopumilus sp. SW,Prokaryotes,Prokaryotes;Archaea;Nitrososphaerota;Nitrosopumilus
T06688,ncl,Nitrosopumilus cobalaminigenes,Prokaryotes,Prokaryotes;Archaea;Nitrososphaerota;Nitrosopumilus
T06689,nox,Nitrosopumilus oxyclinae,Prokaryotes,Prokaryotes;Archaea;Nitrososphaerota;Nitrosopumilus
T06690,nue,Nitrosopumilus ureiphilus,Prokaryotes,Prokaryotes;Archaea;Nitrososphaerota;Nitrosopumilus
T07707,nip,Nitrosopumilus sp. K4,Prokaryotes,Prokaryotes;Archaea;Nitrososphaerota;Nitrosopumilus
T08647,nzt,Nitrosopumilus zosterae,Prokaryotes,Prokaryotes;Archaea;Nitrososphaerota;Nitrosopumilus
T04846,nct,Candidatus Nitrosomarinus catalinensis,Prokaryotes,Prokaryotes;Archaea;Nitrososphaerota;Nitrosomarinus
T06694,nic,Nitrosarchaeum sp. AC2,Prokaryotes,Prokaryotes;Archaea;Nitrososphaerota;Nitrosarchaeum
T02305,nga,Candidatus Nitrososphaera gargensis,Prokaryotes,Prokaryotes;Archaea;Nitrososphaerota;Nitrososphaera
T03200,nvn,Nitrososphaera viennensis,Prokaryotes,Prokaryotes;Archaea;Nitrososphaerota;Nitrososphaera
